OP,A1,A2,A3,A4,A5
+,9404,1975,6539,8783,8941
+,4663,4561,3504,461,5221
+,9461,7679,2801,6311,3199
-,362,0,0,0,0
-,56,0,0,0,0
+,4099,858,6418,8158,7950
-,9840,0,0,0,0
-,5752,0,0,0,0
-,7677,0,0,0,0
-,1618,0,0,0,0
-,2448,0,0,0,0
-,8188,0,0,0,0
-,7077,0,0,0,0
-,3025,0,0,0,0
-,7235,0,0,0,0
-,6405,0,0,0,0
-,14,0,0,0,0
-,9358,0,0,0,0
+,5109,6690,1184,7248,5550
-,3162,0,0,0,0
+,6993,4692,524,4385,4836
-,4271,0,0,0,0
-,7082,0,0,0,0
+,2698,3700,5757,9955,2186
-,2905,0,0,0,0
+,6149,2386,5821,3407,3912
+,7433,4633,2524,3256,1674
-,8739,0,0,0,0
+,7661,6578,7174,4491,4323
+,2296,7996,747,2326,4401
+,9594,223,9095,4721,3836
+,15,3180,5427,3943,3199
+,3175,3068,9632,1509,3468
-,7632,0,0,0,0
+,7318,1157,4093,783,9597
-,4934,0,0,0,0
-,8054,0,0,0,0
-,4250,0,0,0,0
+,1270,8409,9561,4875,4912
+,8524,2055,5603,5909,6121
-,9611,0,0,0,0
+,6800,6029,2144,299,4236
-,8274,0,0,0,0
-,4671,0,0,0,0
-,8111,0,0,0,0
+,6938,8279,3717,1612,7034
+,2174,3114,6526,866,6672
+,3727,5798,1959,4242,4938
+,6518,4186,9177,3369,6391
+,9192,9410,9239,6435,6104
-,4474,0,0,0,0
+,3338,5011,3945,6447,6904
-,7264,0,0,0,0
-,5127,0,0,0,0
-,3302,0,0,0,0
+,2087,8453,9627,9496,2238
-,1394,0,0,0,0
+,8558,1373,9007,5184,2709
-,1155,0,0,0,0
+,5251,7202,8019,8462,7774
+,5090,6890,8521,7997,7621
-,2692,0,0,0,0
-,2036,0,0,0,0
-,3584,0,0,0,0
+,3445,5152,9451,4056,8304
+,7023,7101,7971,5658,7572
+,8928,2343,7213,3543,8545
+,1203,3836,5730,5359,7844
+,2947,485,3237,5680,4892
+,9545,7948,6501,3851,994
-,6615,0,0,0,0
+,5004,7838,6138,2631,2518
+,4415,7346,5911,7480,6089
-,3939,0,0,0,0
+,6830,6171,503,3601,7320
-,7840,0,0,0,0
+,9974,2265,7281,8021,3919
-,3838,0,0,0,0
+,6083,6329,7415,7731,9152
+,6453,8878,3838,7597,8834
-,2852,0,0,0,0
-,3195,0,0,0,0
-,5309,0,0,0,0
-,8629,0,0,0,0
+,6469,1173,3572,7658,8313
-,2904,0,0,0,0
+,5325,4574,2942,3147,2853
+,1213,3531,1215,1116,2038
+,5487,2859,614,5324,6708
+,2009,9769,712,1895,9049
-,1541,0,0,0,0
-,274,0,0,0,0
+,1053,5984,3328,6072,7048
+,3379,9702,8906,8307,2243
+,8377,8911,8417,1508,4108
+,3660,1331,1868,8109,6602
-,7113,0,0,0,0
+,9880,1771,7742,7155,7568
-,5240,0,0,0,0
-,3911,0,0,0,0
-,990,0,0,0,0
-,4901,0,0,0,0
-,6498,0,0,0,0
-,2474,0,0,0,0
+,7985,1023,1819,4988,9481
-,8334,0,0,0,0
+,3996,3720,6778,8193,4809
+,7332,9846,3523,9843,9826
+,6030,2965,4089,6662,4294
+,3591,8551,3642,163,8949
-,9418,0,0,0,0
+,6235,1541,2778,7683,4728
+,7307,4553,4330,151,6511
-,7955,0,0,0,0
-,9650,0,0,0,0
-,8180,0,0,0,0
-,1863,0,0,0,0
+,8443,3683,9340,7269,9223
+,9390,1405,8969,4341,1804
-,2165,0,0,0,0
-,6695,0,0,0,0
-,7524,0,0,0,0
-,7285,0,0,0,0
+,1339,1205,7458,7627,5329
-,4388,0,0,0,0
+,49,5324,7034,6091,297
+,3243,9886,9568,7437,1584
+,2791,5811,3668,5216,8288
-,9250,0,0,0,0
+,7744,5587,3277,3346,2692
-,7829,0,0,0,0
-,863,0,0,0,0
+,5106,9126,8500,1146,7163
+,5071,5330,8672,1682,6240
+,4400,4864,1515,4261,4278
-,6196,0,0,0,0
+,2135,9246,2829,3848,3712
-,3322,0,0,0,0
+,2692,7564,5072,6507,9654
-,2048,0,0,0,0
+,6521,2248,6673,7295,3445
-,3223,0,0,0,0
-,9001,0,0,0,0
-,6343,0,0,0,0
+,3392,9073,165,6618,5688
-,9962,0,0,0,0
-,7217,0,0,0,0
+,2500,6654,7449,1330,1520
-,7236,0,0,0,0
+,5053,7480,7252,3027,2276
-,4361,0,0,0,0
-,8666,0,0,0,0
+,9284,7576,8298,7197,5252
-,222,0,0,0,0
-,457,0,0,0,0
-,7062,0,0,0,0
+,6446,343,5596,9800,2292
+,6238,1969,5551,3222,6315
-,3705,0,0,0,0
+,895,2117,3584,515,351
+,6968,8217,8898,8511,3007
-,8196,0,0,0,0
-,2434,0,0,0,0
-,7823,0,0,0,0
+,4170,8797,2450,5322,6537
-,6387,0,0,0,0
-,5711,0,0,0,0
+,6387,7579,3872,5824,7518
-,340,0,0,0,0
+,1062,5860,2120,9835,7639
-,2108,0,0,0,0
+,3657,4162,8987,4060,44
+,3728,6407,461,8010,3255
-,7342,0,0,0,0
+,1552,2099,1968,6874,3145
+,3367,1792,6098,7286,6237
+,788,8512,3805,7681,2526
+,7191,7147,1193,6792,2176
+,2106,2587,9772,1343,6260
-,2117,0,0,0,0
+,6789,435,9532,4393,3624
-,3190,0,0,0,0
-,9169,0,0,0,0
-,198,0,0,0,0
+,1356,1309,6469,6607,13
-,9258,0,0,0,0
-,2857,0,0,0,0
+,6890,4490,8294,9885,3811
-,8397,0,0,0,0
+,9619,8838,2771,1583,2157
-,3018,0,0,0,0
-,1992,0,0,0,0
+,5042,7416,8462,2992,2452
-,5979,0,0,0,0
-,315,0,0,0,0
-,5158,0,0,0,0
-,5327,0,0,0,0
+,4463,7930,9979,1564,1058
-,8547,0,0,0,0
-,5434,0,0,0,0
-,9251,0,0,0,0
-,2302,0,0,0,0
+,1825,6276,3095,2284,2623
+,3823,4409,38,3520,9205
+,845,8140,3260,9784,6245
-,9857,0,0,0,0
-,7994,0,0,0,0
-,5914,0,0,0,0
+,240,3979,3954,4968,7807
-,1566,0,0,0,0
+,3299,2320,2745,9988,9580
-,9407,0,0,0,0
+,9135,3015,145,9247,9636
-,3255,0,0,0,0
-,8174,0,0,0,0
+,5002,7496,621,2910,4573
-,227,0,0,0,0
-,7775,0,0,0,0
-,2588,0,0,0,0
+,1711,4569,3407,7183,6698
-,6516,0,0,0,0
-,2099,0,0,0,0
-,3732,0,0,0,0
-,6698,0,0,0,0
-,6483,0,0,0,0
-,863,0,0,0,0
-,1182,0,0,0,0
+,1341,4343,8247,6406,98
-,4192,0,0,0,0
-,8365,0,0,0,0
+,799,1887,5113,1338,267
-,8207,0,0,0,0
+,4953,6036,1503,3842,2560
-,3453,0,0,0,0
+,2941,8115,4749,4369,751
-,1270,0,0,0,0
-,1477,0,0,0,0
+,3314,8774,1491,6600,9183
+,388,9067,6891,5672,2268
+,3960,6923,3384,2039,5582
+,9579,3933,7652,603,6304
+,2512,6550,8282,3921,9187
-,5705,0,0,0,0
+,4312,830,5869,2093,7438
-,1857,0,0,0,0
-,6619,0,0,0,0
-,621,0,0,0,0
-,1531,0,0,0,0
-,4267,0,0,0,0
-,888,0,0,0,0
-,6653,0,0,0,0
+,3312,7338,4253,4989,9600
-,9356,0,0,0,0
-,7679,0,0,0,0
+,9050,3965,8820,8824,1108
-,614,0,0,0,0
+,5880,8091,1136,7511,1329
-,1275,0,0,0,0
+,807,2484,750,1939,1443
+,1746,1366,4659,1967,9396
-,9790,0,0,0,0
+,7425,5205,16,315,9634
-,2189,0,0,0,0
+,9319,9768,8656,3992,9167
-,3254,0,0,0,0
+,8639,5257,8191,8328,322
+,6778,4988,9266,2959,7445
-,9521,0,0,0,0
-,6623,0,0,0,0
+,222,7482,9261,498,9933
+,1006,5219,559,5118,5046
+,961,594,3964,1797,5379
+,8201,2057,3074,8471,9850
-,3931,0,0,0,0
-,4583,0,0,0,0
-,4238,0,0,0,0
-,5653,0,0,0,0
+,3045,4436,9797,8368,3084
+,9037,9459,8281,4692,7865
-,2524,0,0,0,0
+,193,1938,2013,941,3496
+,5369,2201,6934,9949,6708
+,4187,1073,4622,3571,2070
-,9802,0,0,0,0
+,8744,1804,2922,8366,1687
-,6639,0,0,0,0
-,6390,0,0,0,0
+,3133,4415,6898,115,8246
+,5762,3928,2895,5399,4874
+,1076,1366,4683,9353,7367
-,3530,0,0,0,0
-,9085,0,0,0,0
+,3126,4227,5663,4163,2072
+,630,7758,1810,4171,2352
-,6364,0,0,0,0
+,7829,95,8945,3954,2758
+,6154,7976,5947,2853,427
+,5986,8466,70,9166,2645
-,5222,0,0,0,0
+,7577,2006,90,1451,7243
+,9753,9523,2827,4918,373
+,1731,4700,8303,3716,4493
+,9094,4475,2641,277,4756
+,2093,5905,4837,4955,4082
+,4715,9875,7405,2273,4090
+,5974,1238,9809,3108,5213
+,9696,4090,4974,9042,1910
-,238,0,0,0,0
+,6629,7377,279,8006,7496
+,5580,2359,538,4276,8997
-,8795,0,0,0,0
+,8746,7466,1117,4225,2398
-,3793,0,0,0,0
-,3500,0,0,0,0
+,2125,3623,8601,5643,5827
+,7841,2721,535,5099,9033
-,517,0,0,0,0
-,2881,0,0,0,0
-,7307,0,0,0,0
-,6442,0,0,0,0
+,9195,2514,4748,8895,266
+,1578,4593,7650,8710,2112
-,399,0,0,0,0
+,3116,2032,2067,7311,7283
-,7884,0,0,0,0
+,9586,6117,2037,1006,5808
-,1440,0,0,0,0
-,6171,0,0,0,0
-,9675,0,0,0,0
+,2756,8646,3551,1377,3215
-,6922,0,0,0,0
-,6055,0,0,0,0
+,2154,6856,1568,3030,9088
+,9978,3377,6341,5739,3840
-,4874,0,0,0,0
-,1314,0,0,0,0
+,6240,5328,5435,5523,5467
-,1787,0,0,0,0
-,6839,0,0,0,0
-,916,0,0,0,0
+,1574,6243,106,8778,8223
+,674,3771,8864,6658,8206
+,5223,9172,766,6963,8372
-,1713,0,0,0,0
+,1026,857,5079,2705,6940
+,8130,1341,1849,6680,8884
+,8254,6319,7809,6188,4098
+,8466,54,854,9077,2265
+,3851,2569,933,245,6352
-,9912,0,0,0,0
-,4963,0,0,0,0
+,9030,1887,3171,7745,8851
+,9126,6032,9165,9091,95
-,8193,0,0,0,0
-,5122,0,0,0,0
+,2238,5060,8259,8850,1820
+,2870,5835,2492,6998,5860
-,7469,0,0,0,0
-,1493,0,0,0,0
+,2395,2549,6922,3047,4993
+,1442,2524,2883,1582,1549
-,1975,0,0,0,0
-,5694,0,0,0,0
-,9383,0,0,0,0
+,4406,7178,9490,1535,3609
+,2472,2413,5077,1650,5165
-,3411,0,0,0,0
-,2677,0,0,0,0
-,8220,0,0,0,0
+,6760,4705,8179,6429,6130
-,3412,0,0,0,0
-,6725,0,0,0,0
+,1279,1128,6524,3289,6406
+,3147,8681,2091,2249,7873
+,8405,7462,3770,4047,1806
+,4033,3294,6381,9334,933
+,900,4763,2989,4605,3313
-,3443,0,0,0,0
-,3516,0,0,0,0
+,9245,4784,2155,9768,7579
+,2836,2603,1877,652,3177
+,8532,2115,6615,9230,1775
+,8009,931,5709,2489,5304
+,9754,122,1266,8484,6426
+,3661,4851,4555,1465,6650
-,4196,0,0,0,0
-,1235,0,0,0,0
+,2859,8370,2233,989,5003
+,3394,1723,6539,3600,3077
-,7975,0,0,0,0
-,1463,0,0,0,0
-,7387,0,0,0,0
-,6680,0,0,0,0
-,8612,0,0,0,0
+,6181,7408,8047,1624,9575
+,5984,8630,7329,2239,7608
-,3787,0,0,0,0
+,898,8969,3658,1802,5203
-,9385,0,0,0,0
-,2826,0,0,0,0
-,9564,0,0,0,0
-,1019,0,0,0,0
-,8417,0,0,0,0
-,5373,0,0,0,0
+,3183,6908,5598,5247,4953
-,4932,0,0,0,0
-,7280,0,0,0,0
-,5357,0,0,0,0
+,7042,1178,5314,7125,58
+,6787,4536,6135,9151,135
-,6365,0,0,0,0
-,7481,0,0,0,0
-,3178,0,0,0,0
+,9124,6143,6898,4610,1569
+,2901,9242,9970,91,4300
+,391,3432,5811,3453,4715
-,3012,0,0,0,0
-,2524,0,0,0,0
+,6949,8457,8856,1745,4329
+,6007,2993,908,54,8319
-,2355,0,0,0,0
+,8435,5533,3825,2771,8838
-,6269,0,0,0,0
-,2719,0,0,0,0
+,377,6075,5730,7673,9476
-,6192,0,0,0,0
+,3574,8385,1695,9197,7571
+,2081,5403,7951,2007,4871
-,7531,0,0,0,0
-,6660,0,0,0,0
+,3168,118,9013,6437,7392
+,2057,4358,3397,9562,2156
-,9107,0,0,0,0
+,8932,5950,864,9274,9155
+,1277,1625,9880,9073,563
-,3812,0,0,0,0
-,8988,0,0,0,0
-,5166,0,0,0,0
+,5256,998,3621,7414,838
-,619,0,0,0,0
-,9933,0,0,0,0
-,4610,0,0,0,0
-,3709,0,0,0,0
-,3090,0,0,0,0
+,840,2924,5429,5880,2989
+,8202,959,3306,6968,4971
-,9898,0,0,0,0
-,3364,0,0,0,0
+,4537,6798,4416,416,143
-,1539,0,0,0,0
-,9087,0,0,0,0
+,3644,828,8589,5241,635
-,2661,0,0,0,0
-,105,0,0,0,0
+,195,6801,7913,4198,7155
+,4438,3388,5598,8062,298
+,7348,8320,174,1631,588
+,6918,7487,3239,3366,9617
-,671,0,0,0,0
+,6980,8663,6317,6175,2648
-,570,0,0,0,0
+,7641,6728,1430,6088,720
+,5138,9766,2945,5091,8291
+,1057,3934,6932,3308,7924
+,4227,3255,9673,8202,3522
-,2295,0,0,0,0
-,4876,0,0,0,0
+,5450,8341,8637,2735,3696
-,2196,0,0,0,0
-,3627,0,0,0,0
-,7183,0,0,0,0
-,706,0,0,0,0
-,9117,0,0,0,0
-,258,0,0,0,0
-,4664,0,0,0,0
+,1204,8094,4764,7230,774
-,1367,0,0,0,0
-,4426,0,0,0,0
-,9617,0,0,0,0
+,5497,7507,3046,8521,6295
-,4920,0,0,0,0
-,2061,0,0,0,0
+,6047,6867,7661,9652,3110
+,8584,3322,5749,7056,366
-,6172,0,0,0,0
+,3461,2385,5577,5374,9585
+,9454,7101,7791,5819,6858
-,522,0,0,0,0
+,7741,3470,868,1492,7483
-,2937,0,0,0,0
-,5039,0,0,0,0
-,7713,0,0,0,0
+,6236,2762,7882,3743,201
+,3750,6981,810,9999,167
-,9623,0,0,0,0
-,633,0,0,0,0
-,8242,0,0,0,0
-,2409,0,0,0,0
+,5536,7442,1663,7142,149
-,9581,0,0,0,0
-,3680,0,0,0,0
+,1892,8730,2021,7354,9150
-,8625,0,0,0,0
-,6739,0,0,0,0
-,3554,0,0,0,0
+,6906,1851,7180,4323,6054
-,6514,0,0,0,0
+,7758,1330,1935,7656,7522
+,4705,3663,6157,4417,4796
-,998,0,0,0,0
+,4318,6279,8931,2032,1990
+,6294,7884,8922,145,3252
+,7973,8672,6901,4159,2519
+,2342,639,586,4541,466
+,1626,3370,1904,2284,1077
+,9422,2534,4822,2262,8224
+,8475,6612,2795,8039,6355
+,7626,3599,8475,50,114
+,7039,6185,7769,7245,2241
-,9106,0,0,0,0
+,9524,4168,3438,8918,6338
-,4919,0,0,0,0
-,7876,0,0,0,0
-,8312,0,0,0,0
+,8223,4622,9466,6414,7412
-,9632,0,0,0,0
-,10000,0,0,0,0
+,1319,5631,6091,5285,7425
+,8450,558,6906,5172,1672
+,6369,1829,6112,4086,2061
+,7791,8527,6325,379,8112
-,4229,0,0,0,0
+,2274,2249,8451,4130,3194
-,9897,0,0,0,0
+,1494,6522,8700,1570,4214
-,4348,0,0,0,0
-,6059,0,0,0,0
-,9405,0,0,0,0
+,8353,8649,2848,7444,7587
-,5585,0,0,0,0
+,9919,614,1689,3554,5687
+,605,7616,4392,6442,1235
-,8183,0,0,0,0
+,4519,5864,692,5243,366
-,5107,0,0,0,0
+,7291,9032,3839,592,5684
+,9646,2744,9193,842,7293
+,2322,9015,6508,884,3598
-,5993,0,0,0,0
+,3042,715,2150,9946,1075
-,7303,0,0,0,0
-,8114,0,0,0,0
+,7192,5405,7186,540,3623
-,7102,0,0,0,0
+,583,9133,1366,7991,4523
+,9368,6539,18,1400,8051
+,4647,5903,2567,3267,8729
-,8395,0,0,0,0
+,7778,2846,3908,5313,9901
-,5753,0,0,0,0
-,2781,0,0,0,0
+,3678,1158,5134,4224,4095
+,2129,9495,7065,4480,3667
+,7654,7812,7636,9269,4831
-,696,0,0,0,0
-,2079,0,0,0,0
+,7216,4155,816,3076,7138
-,6740,0,0,0,0
+,924,3053,4068,2819,958
+,5170,4832,6823,7088,84
-,8508,0,0,0,0
+,6300,5259,5108,8281,2486
+,8652,5192,4521,9493,7904
-,3304,0,0,0,0
+,3761,6352,7147,8906,9222
-,147,0,0,0,0
+,8606,9852,2791,1160,3584
-,7658,0,0,0,0
+,3117,2163,2984,3037,5369
+,3273,4273,5259,2753,1107
-,5513,0,0,0,0
+,4684,9334,3597,3786,5647
+,7085,2465,722,5284,5110
-,7149,0,0,0,0
+,1424,4971,9334,1740,5528
+,7412,4852,677,4330,9634
+,9213,6345,3656,5384,5853
-,4340,0,0,0,0
+,3343,6412,1758,1583,3683
-,7365,0,0,0,0
+,1668,8015,9671,9795,6165
+,6849,9334,2722,2939,412
-,1857,0,0,0,0
+,5731,5041,9455,3149,2868
+,5262,2515,5656,604,4632
+,9207,5382,7835,571,7826
-,4988,0,0,0,0
+,5938,3539,5155,9815,3762
-,1016,0,0,0,0
+,9549,641,1342,3155,8962
+,3378,4683,8390,64,1989
-,2347,0,0,0,0
+,6674,7423,4421,8290,7373
-,8461,0,0,0,0
+,8743,4580,9578,1468,4762
-,3001,0,0,0,0
+,8469,4060,2731,2255,1406
-,2036,0,0,0,0
-,2634,0,0,0,0
+,7246,5215,470,4044,4214
-,3873,0,0,0,0
+,8617,5992,5776,9798,3880
+,1700,282,1112,1664,6198
+,230,1642,5211,3849,225
-,310,0,0,0,0
-,296,0,0,0,0
+,5721,5162,7191,4747,6851
-,9280,0,0,0,0
-,6188,0,0,0,0
+,1329,9170,1684,384,4985
-,4992,0,0,0,0
+,438,2984,9936,5421,7311
+,6788,9391,7051,1040,9913
-,2521,0,0,0,0
-,1986,0,0,0,0
-,7432,0,0,0,0
+,1630,4023,5270,6182,7602
-,4371,0,0,0,0
-,9684,0,0,0,0
+,8256,3535,5164,5160,3964
-,959,0,0,0,0
+,9553,7675,3631,7122,2552
+,7742,9040,9813,3106,845
+,1215,8862,5437,6221,6683
-,1665,0,0,0,0
-,2761,0,0,0,0
-,1353,0,0,0,0
-,7832,0,0,0,0
-,1670,0,0,0,0
+,5249,8467,4211,5563,2020
+,8754,8277,2860,6270,3583
-,6126,0,0,0,0
+,7142,7186,134,500,9621
-,9920,0,0,0,0
-,5167,0,0,0,0
+,3853,9768,1605,5203,2401
+,9378,6983,3338,2160,6989
-,870,0,0,0,0
-,6354,0,0,0,0
+,2642,6434,1021,2258,732
+,9178,5892,8813,3758,3010
-,6235,0,0,0,0
-,7204,0,0,0,0
-,2027,0,0,0,0
+,2623,1582,5419,6879,2156
+,242,7684,1878,214,2647
-,4559,0,0,0,0
-,1849,0,0,0,0
+,8555,2303,8141,4795,5985
-,1286,0,0,0,0
+,6022,32,1933,3578,8188
+,3453,4506,2540,8441,9587
+,9889,6286,6611,6588,1510
+,3111,1065,4750,6702,4299
+,6260,9763,7178,8760,8788
-,1472,0,0,0,0
-,5679,0,0,0,0
-,6678,0,0,0,0
-,7865,0,0,0,0
-,7495,0,0,0,0
+,6860,6928,561,6848,458
+,1807,833,3583,9081,1235
+,1828,3866,9872,3688,4101
-,2383,0,0,0,0
+,403,2034,7649,4047,1161
-,6769,0,0,0,0
+,5193,6362,2289,6844,5069
-,7796,0,0,0,0
-,9396,0,0,0,0
-,2940,0,0,0,0
-,312,0,0,0,0
+,3279,8447,5747,8601,9765
-,1524,0,0,0,0
-,8464,0,0,0,0
-,5864,0,0,0,0
+,7598,675,7479,7185,8770
-,9271,0,0,0,0
+,3881,3342,2536,3300,5130
+,8109,9630,4133,3887,1840
+,9110,7011,9509,5449,1975
-,5686,0,0,0,0
-,9159,0,0,0,0
-,1072,0,0,0,0
-,4251,0,0,0,0
-,9179,0,0,0,0
-,2414,0,0,0,0
+,1878,1635,9841,7607,348
+,3287,6502,2454,1173,9608
-,3969,0,0,0,0
+,2331,8591,7317,3342,7978
+,3646,7523,837,8719,7235
+,9265,6406,3866,3925,1749
+,3161,6817,7427,3500,9501
-,6976,0,0,0,0
-,5130,0,0,0,0
+,9457,4010,208,9660,4815
-,3335,0,0,0,0
-,349,0,0,0,0
+,2566,9379,9818,2497,7390
+,9666,7439,3735,1453,7823
+,5309,767,5154,4041,2466
-,3874,0,0,0,0
+,1563,2045,8143,539,4415
+,3936,4592,4883,6937,7698
+,4996,7359,7534,2472,9208
+,1593,353,5504,8312,3222
-,2047,0,0,0,0
+,2110,1049,1811,848,6294
+,8878,3958,8683,821,8880
+,6852,345,4779,7881,1802
-,7234,0,0,0,0
+,9491,4376,7546,4746,4641
+,4616,5289,2572,515,3787
+,9177,1306,117,7546,1845
+,2515,2452,6216,2833,9116
-,2973,0,0,0,0
-,35,0,0,0,0
+,3486,5105,8186,7980,4160
+,7826,9324,1244,4266,7179
-,7436,0,0,0,0
+,2324,8505,3675,4918,3641
-,3756,0,0,0,0
-,6961,0,0,0,0
-,1324,0,0,0,0
-,7269,0,0,0,0
+,8977,2927,9211,7399,69
+,5533,6117,7970,9114,4531
+,4925,4793,1308,9057,9910
+,5386,2559,6674,9099,4938
+,9571,734,3825,6846,5209
-,3861,0,0,0,0
+,7180,7461,5432,5719,8833
+,3311,6824,1891,7518,4287
+,7276,2040,7891,9446,1907
+,824,5410,5554,3844,8361
-,3947,0,0,0,0
-,1413,0,0,0,0
-,8538,0,0,0,0
-,9477,0,0,0,0
+,281,1759,8869,679,1617
-,5329,0,0,0,0
+,2789,3221,1228,7098,6625
-,9047,0,0,0,0
+,197,7179,2987,4064,3200
-,1861,0,0,0,0
+,1515,8145,4203,9972,5058
+,9481,280,3667,2797,9454
+,346,9231,4116,698,6486
+,9364,6760,166,6519,3111
-,1785,0,0,0,0
-,3215,0,0,0,0
-,3872,0,0,0,0
-,2466,0,0,0,0
-,1570,0,0,0,0
-,1194,0,0,0,0
-,5679,0,0,0,0
-,8787,0,0,0,0
-,9726,0,0,0,0
+,5311,5714,492,6935,9732
-,4512,0,0,0,0
-,6116,0,0,0,0
-,726,0,0,0,0
+,7886,671,734,9721,9757
+,6516,4557,7100,1414,5442
-,1853,0,0,0,0
+,4786,1956,9565,4070,2504
-,5621,0,0,0,0
-,9876,0,0,0,0
+,8357,5366,2539,2783,5100
-,9880,0,0,0,0
-,8304,0,0,0,0
+,9735,6409,7309,8702,3366
+,7226,1184,919,6090,1807
+,6480,4665,6010,1732,6893
+,6623,8720,3614,4603,8994
-,9220,0,0,0,0
+,601,3326,8882,4214,8274
-,7336,0,0,0,0
-,4703,0,0,0,0
+,8089,5234,5847,3498,2460
+,1691,3630,9814,1972,3962
+,863,1769,6586,8916,7222
+,9971,3386,4166,5538,8838
+,6487,9465,1448,5927,5125
-,4586,0,0,0,0
-,3111,0,0,0,0
-,359,0,0,0,0
+,6770,4706,3239,1369,5510
-,6738,0,0,0,0
+,278,2975,1521,4513,8449
+,7558,7658,2645,3734,7568
-,4208,0,0,0,0
+,692,4846,1451,1249,8384
-,777,0,0,0,0
+,6197,2792,7156,1806,1866
-,781,0,0,0,0
+,7612,9065,5009,9905,5078
+,2270,4583,2573,7736,2843
-,5681,0,0,0,0
-,6990,0,0,0,0
+,5169,5539,2079,3659,6043
+,529,9985,4604,6962,1133
-,4653,0,0,0,0
+,3082,7796,1214,9051,5839
-,7000,0,0,0,0
-,8604,0,0,0,0
-,1959,0,0,0,0
+,9876,8499,5967,4576,1153
-,4606,0,0,0,0
+,5473,6884,3091,8844,4584
-,2254,0,0,0,0
+,3391,4101,1502,2747,2142
-,7322,0,0,0,0
-,2164,0,0,0,0
-,1322,0,0,0,0
+,716,8648,9245,7065,498
-,2362,0,0,0,0
-,4875,0,0,0,0
-,2667,0,0,0,0
-,7138,0,0,0,0
+,7726,2573,7628,9343,1103
-,1550,0,0,0,0
+,1961,8771,9280,661,187
-,4257,0,0,0,0
+,2230,9683,3482,4199,5435
+,5158,9419,8131,4763,3028
+,4873,6743,3012,6679,8465
-,4172,0,0,0,0
+,3914,5839,988,7492,4166
-,3775,0,0,0,0
+,3166,4452,4685,1789,2922
-,5729,0,0,0,0
-,8696,0,0,0,0
+,549,1778,5157,9050,4881
-,8066,0,0,0,0
-,2271,0,0,0,0
-,3891,0,0,0,0
+,9189,5857,1620,2137,9347
-,7699,0,0,0,0
